	NR_kstwo
A5.229	0.846850
A5.230	-1.103886
A5.231	-2.456861
A5.232	-0.291690
A5.233	-2.040335
A5.234	1.399889
A5.235	-0.238341
A5.236	0.374386
A5.237	2.868624
A5.238	-1.665030
A5.239	-1.789213
A5.240	0.120970
A5.241	1.059719
A5.242	-0.230008
A5.243	3.389474
A5.244	-0.557427
A5.245	-0.629718
A5.246	0.738981
A5.247	-0.030909
A5.248	-0.388515
A5.249	-1.144312
A5.250	2.157962
A5.251	-0.756105
A5.252	2.511714
A5.253	1.114902
A5.254	0.236710
A5.255	1.163050
A5.256	1.361167
A5.257	0.264209
A5.258	0.505500
A5.259	1.071409
A5.260	-2.268634
A5.261	-0.837236
A5.262	-1.365646
A5.263	0.141118
A5.264	1.517670
A5.265	1.020208
A5.266	-0.062071
A5.267	-1.994591
A5.268	-1.293627
A5.269	0.277639
A5.270	-3.214159
A5.271	-1.548659
A5.272	-0.826472
A5.273	0.780458
A5.274	-0.067254
A5.275	-1.220332
A5.276	-1.275359
A5.277	-0.665861
A5.278	0.027224
A5.279	0.805158
A5.280	-0.346802
A5.281	0.860589
A5.282	1.605148
A5.283	0.908165
A5.284	-1.412117
A5.285	-0.414113
A5.286	0.185260
A5.287	-2.050249
A5.288	-0.460125
A5.289	1.853940
A5.290	2.022873
A5.291	-0.437604
A5.292	-0.238256
A5.293	-0.736556
A5.294	-0.190031
A5.295	-0.836646
A5.296	0.378042
A5.297	-0.434434
A5.298	-1.592905
A5.299	0.390441
A5.300	-1.389331
A5.301	0.898361
A5.302	-0.636285
A5.303	-0.372456
A5.304	0.220771
A5.305	-0.288257
A5.306	-0.749954
A5.307	0.123788
A5.308	-0.373806
A5.309	-0.865094
A5.310	0.013934
A5.311	0.755382
A5.312	0.704393
A5.313	2.087054
A5.314	2.014138
A5.315	-1.344374
A5.316	-0.126539
A5.317	-2.241195
A5.318	-0.779787
A5.319	0.052387
A5.320	2.345316
A5.321	0.094230
A5.322	-1.762129
A5.323	-1.359970
A5.324	-0.552499
A5.325	0.669495
A5.326	-0.661751
A5.327	0.812665
A5.328	2.133109
A5.329	1.101512
A5.330	-1.795080
A5.331	-3.073433
A5.332	1.085695
A5.333	0.259508
A5.334	1.470790
A5.335	-0.809871
A5.336	0.053263
A5.337	0.315264
A5.338	0.865616
A5.339	-1.457490
A5.340	1.014274
A5.341	-0.847506
A5.342	1.335383
A5.343	-0.692011
A5.344	-0.910599
A5.345	-2.607440
A5.346	-0.038699
A5.347	0.060364
A5.348	-0.065044
A5.349	-1.327205
A5.350	2.713849
A5.351	-0.302683
A5.352	0.703692
A5.353	0.832114
A5.354	0.934206
A5.355	1.697750
A5.356	-0.157168
A5.357	-2.157715
A5.358	0.459037
A5.359	1.384279
A5.360	-1.071128
A5.361	1.245236
A5.362	-0.686580
A5.363	-2.395866
A5.364	0.310857
A5.365	-0.320850
A5.366	-0.795672
A5.367	0.908057
A5.368	-0.047640
A5.369	-1.157947
A5.370	0.802153
A5.371	0.526944
A5.372	-0.260528
A5.373	0.303813
A5.374	-0.785951
A5.375	-0.138372
A5.376	-1.537115
A5.377	0.524852
A5.378	-1.047878
A5.379	0.974306
A5.380	1.713682
A5.381	-0.244994
A5.382	2.257558
A5.383	-2.566019
A5.384	0.228109
A5.385	-0.299641
A5.386	0.114731
A5.387	-0.008933
A5.388	-0.444576
A5.389	2.131817
A5.390	-0.809546
A5.391	0.403537
A5.392	-0.257678
A5.393	1.252116
A5.394	-1.850230
A5.395	-1.027736
A5.396	-0.041513
A5.397	-1.083615
A5.398	0.421624
A5.399	-1.577151
A5.400	2.825606
A5.401	0.452867
A5.402	-1.498730
A5.403	-1.066309
A5.404	0.864880
A5.405	0.048140
A5.406	-0.281080
A5.407	-1.823669
A5.408	-0.785867
A5.409	0.714361
A5.410	0.613532
A5.411	-0.785551
A5.412	-0.327174
A5.413	0.781521
A5.414	1.729520
A5.415	-0.912566
A5.416	-1.164339
A5.417	1.999060
A5.418	0.257267
A5.419	-0.576192
A5.420	0.012364
A5.421	-1.816511
A5.422	0.089277
A5.423	-0.298920
A5.424	1.426184
A5.425	1.308813
A5.426	-1.685177
A5.427	1.019947
A5.428	0.434867
A5.429	-0.167878
A5.430	0.508502
A5.431	-2.573365
A5.432	-0.346324
A5.433	0.976115
A5.434	0.927589
A5.435	1.615884
A5.436	0.269112
A5.437	1.258000
A5.438	1.140318
A5.439	-1.721254
A5.440	0.221720
A5.441	-0.284339
A5.442	2.518867
A5.443	-0.285886
A5.444	-0.300611
A5.445	0.315620
A5.446	0.834447
A5.447	0.019060
A5.448	1.929171
A5.449	0.298088
A5.450	2.038276
A5.451	2.209714
A5.452	-0.237895
A5.453	0.146526
A5.454	-0.098861
A5.455	-2.492026
A5.456	1.087909
A5.457	1.396725
A5.458	-0.335664
A5.459	-2.061847
A5.460	0.422594
A5.461	0.255662
A5.462	-0.900606
A5.463	-1.282222
A5.464	-0.383863
A5.465	0.454337
A5.466	1.728367
A5.467	2.520815
A5.468	-2.073653
A5.469	0.408693
A5.470	-0.760106
A5.471	-1.642730
A5.472	-1.523631
A5.473	-0.530786
A5.474	-0.471692
A5.475	0.481317
A5.476	-0.145757
A5.477	1.106594
A5.478	-0.843588
A5.479	0.579268
A5.480	0.283687
A5.481	1.480081
A5.482	-1.879190
A5.483	-1.520551
A5.484	-1.967079
A5.485	-1.790634
A5.486	0.874310
A5.487	-0.476633
A5.488	-0.413138
A5.489	-0.546586
A5.490	0.783129
A5.491	0.303051
A5.492	-0.120019
A5.493	2.058418
A5.494	0.335931
A5.495	0.063270
A5.496	-0.183723
A5.497	-0.303665
A5.498	1.442257
A5.499	-0.055906
A5.500	-0.361397
A5.501	0.346261
A5.502	-0.119657
A5.503	0.877490
A5.504	0.536956
A5.505	1.832557
A5.506	-0.183557
A5.507	-0.948135
A5.508	0.456778
A5.509	0.070478
A5.510	-2.156605
A5.511	1.434642
A5.512	-0.737920
A5.513	-0.789829
A5.514	1.757681
A5.515	1.326134
A5.516	0.243711
A5.517	1.159067
A5.518	0.903392
A5.519	-0.518486
A5.520	1.359366
A5.521	0.484152
A5.522	-2.880798
A5.523	-1.632012
A5.524	-1.395880
A5.525	1.140332
A5.526	0.042434
A5.527	-0.510822
A5.528	-1.500335
A5.529	0.075649
A5.530	0.705386
A5.531	0.914732
A5.532	-0.335438
A5.533	-0.605391
A5.534	-0.229688
A5.535	0.802786
A5.536	0.533515
A5.537	0.272728
A5.538	-1.696905
A5.539	1.122085
A5.540	0.237767
A5.541	0.069984
A5.542	-1.689211
A5.543	0.941973
A5.544	-1.226504
A5.545	-2.942568
A5.546	-0.227004
A5.547	1.391512
A5.548	-2.388987
A5.549	-1.119446
A5.550	1.588567
A5.551	-0.463551
A5.552	0.063200
A5.553	0.375931
A5.554	-2.116600
A5.555	-0.172279
A5.556	-0.075599
A5.557	0.801358
A5.558	-0.775820
A5.559	-2.789833
A5.560	-0.507706
A5.561	1.035621
A5.562	1.110106
A5.563	0.658433
A5.564	-2.019538
A5.565	1.388891
A5.566	0.805029
A5.567	-0.748329
A5.568	-0.696033
A5.569	0.094894
A5.570	-0.259749
A5.571	4.705571
A5.572	-2.139541
A5.573	-0.728845
A5.574	-1.159488
A5.575	0.338155
A5.576	-1.480080
A5.577	1.385192
A5.578	-1.502348
A5.579	-0.156370
A5.580	0.599221
A5.581	-1.144648
A5.582	-1.039950
A5.583	-0.784694
A5.584	-1.438850
A5.585	0.042738
A5.586	0.047648
A5.587	0.191382
A5.588	0.495101
A5.589	-0.431986
A5.590	-1.305738
A5.591	-0.727051
A5.592	1.829982
A5.593	1.506548
A5.594	-0.171373
A5.595	1.047651
A5.596	-0.289637
A5.597	-0.260774
A5.598	-2.552610
A5.599	3.078038
A5.600	-1.691635
A5.601	-0.509675
A5.602	-1.034639
A5.603	-0.534848
A5.604	-2.894114
A5.605	-0.575782
A5.606	-0.522939
A5.607	-0.395702
A5.608	-1.341981
A5.609	-1.698938
A5.610	0.312109
A5.611	-1.748097
A5.612	-0.766132
A5.613	-0.520618
A5.614	-0.191353
A5.615	-1.138368
A5.616	-0.453409
A5.617	1.143807
A5.618	-0.975595
A5.619	0.759254
A5.620	-0.450346
A5.621	0.523868
A5.622	2.003700
A5.623	-2.521664
A5.624	-1.765482
A5.625	-1.054233
A5.626	0.708840
A5.627	-1.485580
A5.628	-1.054395
A5.629	-2.274000
A5.630	0.295876
A5.631	2.023279
A5.632	0.775557
A5.633	0.367742
A5.634	-0.220523
A5.635	-0.182471
A5.636	1.325315
A5.637	2.007443
A5.638	1.024298
A5.639	1.363649
A5.640	-0.389966
A5.641	0.211035
A5.642	0.875527
A5.643	-1.400964
A5.644	-0.748752
A5.645	0.278214
A5.646	-0.489656
A5.647	0.557149
A5.648	-0.429464
A5.649	2.191988
A5.650	-0.228866
A5.651	1.110477
A5.652	0.715477
A5.653	-1.963922
A5.654	-0.059373
A5.655	1.297110
A5.656	-0.364960
A5.657	-1.115646
A5.658	1.515453
A5.659	-1.061885
A5.660	-0.722292
A5.661	-1.225801
A5.662	-1.274764
A5.663	0.932840
A5.664	-1.215120
A5.665	-0.580092
A5.666	0.062961
A5.667	-2.078610
A5.668	-0.406316
A5.669	-1.200926
A5.670	-0.548053
A5.671	-0.339741
A5.672	0.757246
A5.673	1.711490
A5.674	0.841548
A5.675	1.090424
A5.676	-1.631872
A5.677	-0.258435
A5.678	-0.489096
A5.679	-0.853516
A5.680	-2.400184
A5.681	0.471285
A5.682	-0.122224
A5.683	-0.416690
A5.684	-2.853576
A5.685	-0.000901
A5.686	0.671584
A5.687	-1.741171
A5.688	-1.608260
A5.689	0.126415
A5.690	-1.028571
A5.691	0.946885
A5.692	0.584841
A5.693	-0.537166
A5.694	1.418006
A5.695	-1.337614
A5.696	0.322095
A5.697	0.077235
A5.698	0.128563
A5.699	-0.215089
A5.700	1.475929
A5.701	1.151035
A5.702	-1.170450
A5.703	0.785369
A5.704	1.623576
A5.705	1.404049
A5.706	-1.445915
A5.707	0.426922
A5.708	0.956951
A5.709	-1.817248
A5.710	-0.247777
A5.711	0.808841
A5.712	-2.544242
A5.713	-0.869985
A5.714	3.052445
A5.715	0.481802
A5.716	0.676110
A5.717	-1.586080
A5.718	-1.180292
A5.719	1.840868
A5.720	-1.033074
A5.721	-0.955261
A5.722	0.600772
A5.723	0.603302
A5.724	1.384183
A5.725	1.350931
A5.726	-0.513079
A5.727	-1.433559
A5.728	0.528431
A5.729	1.144673
A5.730	0.846084
A5.731	-0.366948
A5.732	1.172186
A5.733	0.197002
A5.734	-0.114451
A5.735	-1.757749
A5.736	1.055462
A5.737	0.727622
A5.738	0.097269
A5.739	-1.494739
A5.740	1.303406
A5.741	-0.909022
A5.742	-2.801773
A5.743	2.014484
A5.744	0.642696
A5.745	0.892109
A5.746	0.282487
A5.747	2.156217
A5.748	0.154198
A5.749	-0.865839
A5.750	0.488340
A5.751	-0.428635
A5.752	0.302266
A5.753	0.677973
A5.754	-0.832498
A5.755	-1.168304
A5.756	-0.676321
A5.757	1.890176
A5.758	-0.547257
A5.759	-0.505751
A5.760	-2.287740
A5.761	1.313073
A5.762	0.950220
A5.763	2.417845
A5.764	1.742592
A5.765	1.167214
A5.766	-1.642267
A5.767	-0.946420
A5.768	0.773342
A5.769	-2.127906
A5.770	1.575209
A5.771	-0.170378
A5.772	0.986592
A5.773	-1.001514
A5.774	0.521947
A5.775	-2.486244
A5.776	2.645132
A5.777	0.051806
A5.778	0.496930
A5.779	-1.712922
A5.780	-0.648545
A5.781	0.902891
A5.782	-0.455682
A5.783	0.500196
A5.784	0.770352
A5.785	0.956712
A5.786	-0.123086
A5.787	1.754097
A5.788	-0.777794
A5.789	0.780997
A5.790	2.017632
A5.791	-1.454380
A5.792	0.895246
A5.793	-0.223370
A5.794	-0.991313
A5.795	-1.623167
A5.796	1.167118
A5.797	1.009070
A5.798	0.773354
A5.799	-0.848967
A5.800	0.783742
A5.801	-1.362830
A5.802	-1.779899
A5.803	1.618562
A5.804	0.082089
A5.805	1.320365
A5.806	-0.727417
A5.807	-2.248967
A5.808	1.633429
A5.809	0.614868
A5.810	1.545902
A5.811	-1.126466
A5.812	0.886027
A5.813	-2.512754
A5.814	2.092589
A5.815	0.458078
A5.816	1.528246
A5.817	-0.121588
A5.818	2.361074
A5.819	-2.516124
A5.820	-1.006894
A5.821	0.819397
A5.822	-0.717788
A5.823	-1.608360
A5.824	1.493517
A5.825	-0.330864
A5.826	-0.607621
A5.827	1.377556
A5.828	0.034017
A5.829	-1.151257
A5.830	-1.544577
A5.831	-0.466385
A5.832	-0.563708
A5.833	2.576446
A5.834	1.103177
A5.835	-0.060098
A5.836	-0.497073
A5.837	0.820609
A5.838	1.013502
A5.839	0.324976
A5.840	1.347034
A5.841	1.591405
A5.842	1.745441
A5.843	0.065665
A5.844	-1.338534
A5.845	1.432585
A5.846	-0.174604
A5.847	-1.391917
A5.848	-1.559316
A5.849	-0.703524
A5.850	1.424870
A5.851	0.727464
A5.852	1.618745
A5.853	-0.079621
A5.854	-1.252281
A5.855	-0.720042
A5.856	2.276332
A5.857	-0.152410
A5.858	0.293640
A5.859	-0.032645
A5.860	0.047899
A5.861	-1.163441
A5.862	-0.968208
A5.863	0.241071
A5.864	1.310855
A5.865	1.079861
A5.866	-1.447513
A5.867	-1.139143
A5.868	-2.012074
A5.869	-1.018690
A5.870	-0.744665
A5.871	-1.513189
A5.872	1.226473
A5.873	0.244306
A5.874	1.622008
A5.875	-0.784994
A5.876	-0.980509
A5.877	-1.266694
A5.878	-1.159794
A5.879	-0.587609
A5.880	1.435479
A5.881	-1.109244
A5.882	0.189307
A5.883	1.096623
A5.884	0.326082
A5.885	-3.106519
A5.886	-1.064058
A5.887	2.330243
A5.888	-0.399804
A5.889	1.574502
A5.890	0.694083
A5.891	-2.204042
A5.892	1.014144
A5.893	-0.611840
A5.894	1.272738
A5.895	-1.326144
A5.896	0.889614
A5.897	-0.200397
A5.898	-0.724253
A5.899	1.002440
A5.900	0.185251
A5.901	1.733189
A5.902	-0.369099
A5.903	1.268310
A5.904	-0.081829
A5.905	-0.770076
A5.906	-0.814678
A5.907	1.071649
A5.908	-3.436190
A5.909	0.781345
A5.910	-0.584997
A5.911	1.555970
A5.912	-1.122860
A5.913	3.462270
A5.914	1.289631
A5.915	1.594440
A5.916	-1.136518
A5.917	0.072699
A5.918	-2.155445
A5.919	-0.260292
A5.920	0.991462
A5.921	0.568713
A5.922	-0.087104
A5.923	-1.006481
A5.924	-0.968579
A5.925	1.045793
A5.926	-0.689199
A5.927	-0.310169
A5.928	1.991701
A5.929	0.116219
A5.930	-0.992651
A5.931	0.386893
A5.932	-1.976390
A5.933	-0.790421
A5.934	-1.132416
A5.935	0.177679
A5.936	-2.232255
A5.937	0.117639
A5.938	-0.326280
A5.939	-1.061320
A5.940	-1.536018
A5.941	0.308558
A5.942	-1.268196
A5.943	-0.709286
A5.944	0.983272
A5.945	1.925226
A5.946	0.859297
A5.947	1.473963
A5.948	1.365422
A5.949	2.272019
A5.950	-1.751002
A5.951	-0.161605
A5.952	1.309822
A5.953	-1.669742
A5.954	0.502819
A5.955	-0.503111
A5.956	0.038406
A5.957	-1.402097
A5.958	0.738433
A5.959	-0.793038
A5.960	0.950814
A5.961	-0.122766
A5.962	1.033443
A5.963	0.393900
A5.964	2.977956
A5.965	1.909474
A5.966	2.388394
A5.967	-1.398602
A5.968	1.909787
A5.969	-1.301606
A5.970	0.097733
A5.971	-0.262404
A5.972	0.239360
A5.973	-0.282940
A5.974	0.933020
A5.975	0.010886
A5.976	-1.267795
A5.977	-0.130152
A5.978	-0.763441
A5.979	-1.671229
A5.980	1.591839
A5.981	-0.581999
A5.982	-0.642876
A5.983	-0.420697
A5.984	-2.323093
A5.985	3.000943
A5.986	-2.281642
A5.987	0.802153
A5.988	1.099475
A5.989	-0.739169
A5.990	-0.239562
A5.991	0.332392
A5.992	0.307912
A5.993	2.960361
A5.994	-0.828392
A5.995	0.847839
A5.996	1.445312
A5.997	-0.504858
A5.998	2.960074
A5.999	-0.235225
A5.1000	0.377943
A6.1	-1.855523
A6.2	0.759914
A6.3	-0.390788
A6.4	-1.613509
A6.5	0.478996
A6.6	0.093549
A6.7	-0.475107
A6.8	3.664255
A6.9	2.413267
A6.10	-1.354431
A6.11	-0.968635
A6.12	-1.050263
A6.13	-2.243404
A6.14	1.596486
A6.15	-0.211586
A6.16	0.568394
A6.17	-0.816547
A6.18	0.645442
A6.19	0.762077
A6.20	-3.115934
A6.21	-0.881557
A6.22	1.453155
A6.23	-0.211723
A6.24	-0.911997
A6.25	0.594227
A6.26	-1.613072
A6.27	-0.184318
A6.28	1.746364
A6.29	-0.347798
A6.30	1.707142
A6.31	-0.155114
A6.32	0.493389
A6.33	1.681019
A6.34	-1.537580
A6.35	0.377369
A6.36	-0.095463
A6.37	-0.785457
A6.38	-0.103179
A6.39	0.547002
A6.40	1.522181
A6.41	-1.345903
A6.42	0.772837
A6.43	-0.441278
A6.44	-1.394005
A6.45	-0.260550
A6.46	0.893644
A6.47	0.358455
A6.48	0.184739
A6.49	1.271450
A6.50	-1.751390
A6.51	2.892887
A6.52	3.310609
A6.53	-1.044293
A6.54	0.273910
A6.55	-0.902885
A6.56	-0.043741
A6.57	1.097199
A6.58	0.388295
A6.59	0.486119
A6.60	-0.026187
A6.61	-3.237152
A6.62	0.350180
A6.63	1.208283
A6.64	0.314404
A6.65	0.494416
A6.66	0.227910
A6.67	0.738107
A6.68	-0.067820
A6.69	-0.186981
A6.70	-0.034226
A6.71	0.429218
A6.72	0.108008
A6.73	1.115797
A6.74	-0.654287
A6.75	1.814626
A6.76	1.757092
A6.77	0.385955
A6.78	-0.136651
A6.79	-1.502229
A6.80	-1.050555
A6.81	0.049347
A6.82	-0.755768
A6.83	-0.230828
A6.84	-1.299337
A6.85	-0.285897
A6.86	0.304281
A6.87	-1.508757
A6.88	-0.511718
A6.89	-1.221715
A6.90	-2.060951
A6.91	-0.690511
A6.92	0.150009
A6.93	2.228271
A6.94	-0.677904
A6.95	-0.490671
A6.96	-1.444138
A6.97	-2.218626
A6.98	-1.007841
A6.99	-0.045695
A6.100	-1.174460
A6.101	0.858966
A6.102	0.236300
A6.103	0.167620
A6.104	0.974795
A6.105	0.528075
A6.106	-2.437598
A6.107	-0.311518
A6.108	0.854343
A6.109	-1.262884
A6.110	1.040988
A6.111	-0.730449
A6.112	-2.022025
A6.113	-0.996816
A6.114	0.411977
A6.115	1.386998
A6.116	2.462709
A6.117	0.246792
A6.118	-2.914491
A6.119	0.364558
A6.120	1.203361
A6.121	-0.506660
A6.122	0.326341
A6.123	-1.926486
A6.124	-0.817254
A6.125	0.983841
A6.126	0.107536
A6.127	1.119566
A6.128	0.062554
A6.129	1.474593
A6.130	-2.393319
A6.131	0.918719
A6.132	2.089729
A6.133	0.964648
A6.134	-0.229585
A6.135	1.460487
A6.136	-1.293302
A6.137	2.005170
A6.138	0.921185
A6.139	-0.283226
A6.140	-0.132719
A6.141	-1.051909
A6.142	-0.741925
A6.143	0.375520
A6.144	0.271952
A6.145	-0.637272
A6.146	1.104632
A6.147	0.150602
A6.148	1.722796
A6.149	-1.699121
A6.150	1.337714
A6.151	0.315947
A6.152	0.712058
A6.153	1.607895
A6.154	0.910461
A6.155	-0.179351
A6.156	-0.744679
A6.157	-0.273888
A6.158	-1.020728
A6.159	-1.890655
A6.160	1.148400
A6.161	-0.486575
A6.162	0.318882
A6.163	-1.860909
A6.164	-0.158213
A6.165	0.168218
A6.166	0.544156
A6.167	0.588074
A6.168	1.068484
A6.169	2.392258
A6.170	0.654316
A6.171	-2.308529
A6.172	0.937228
A6.173	0.325134
A6.174	0.480582
A6.175	-1.016883
A6.176	2.376015
A6.177	0.460694
A6.178	-0.068661
A6.179	-0.042984
A6.180	-0.950138
A6.181	1.074074
A6.182	-0.982670
A6.183	-0.293509
A6.184	0.163526
A6.185	1.603774
A6.186	-0.080372
A6.187	1.418861
A6.188	-0.584800
A6.189	-0.487877
A6.190	-0.887342
A6.191	-0.765330
A6.192	0.820077
A6.193	-3.342992
A6.194	2.150367
A6.195	2.596400
A6.196	0.652228
A6.197	-1.195174
A6.198	-2.569944
A6.199	-0.891796
A6.200	-1.358050
A6.201	1.056220
A6.202	2.895428
A6.203	0.747941
A6.204	1.570518
A6.205	-1.795985
A6.206	-0.521892
A6.207	1.747829
A6.208	1.055628
A6.209	-0.853234
A6.210	1.368289
A6.211	1.976615
A6.212	0.794279
A6.213	-0.879084
A6.214	-0.544757
A6.215	1.836684
A6.216	0.993228
A6.217	-2.661288
A6.218	-0.379452
A6.219	2.861790
A6.220	-2.118921
A6.221	-0.717224
A6.222	2.399903
A6.223	1.891477
A6.224	-0.161619
A6.225	-1.604916
A6.226	1.593914
A6.227	0.865336
A6.228	1.220012
A6.229	1.460093
A6.230	-0.810279
A6.231	1.309932
A6.232	-0.176980
A6.233	3.227848
A6.234	1.830016
A6.235	-0.387378
A6.236	-0.869104
A6.237	-2.492398
A6.238	0.610450
A6.239	-1.108330
A6.240	1.531507
A6.241	2.610069
A6.242	0.397448
A6.243	-2.045002
A6.244	-0.323777
A6.245	-0.811071
A6.246	-0.283716
A6.247	0.251388
A6.248	-1.135294
A6.249	-0.336373
A6.250	1.154998
A6.251	-3.020372
A6.252	-0.589150
A6.253	0.554096
A6.254	1.942221
A6.255	0.781143
A6.256	0.749346
A6.257	-0.143728
A6.258	-0.482573
A6.259	-1.826557
A6.260	2.282601
A6.261	-1.015452
A6.262	1.231611
A6.263	-0.145650
A6.264	-2.416832
A6.265	-2.658337
A6.266	-1.022094
A6.267	0.579582
A6.268	0.195231
A6.269	-2.605396
A6.270	-1.132164
A6.271	1.501205
A6.272	-0.410864
A6.273	-0.220693
A6.274	-0.810656
A6.275	-1.547121
A6.276	0.015486
A6.277	1.745874
A6.278	-0.006614
A6.279	-1.237338
A6.280	-0.821667
A6.281	-1.408130
A6.282	0.469635
A6.283	-0.706466
A6.284	0.442985
A6.285	-0.263374
A6.286	1.339812
A6.287	-2.204353
A6.288	0.705454
A6.289	-1.573277
A6.290	0.070265
A6.291	-2.295008
A6.292	1.050358
A6.293	-0.434563
A6.294	0.116526
A6.295	0.995089
A6.296	0.132752
A6.297	-0.771091
A6.298	-1.831334
A6.299	0.521329
A6.300	-1.707354
A6.301	-2.281679
A6.302	-0.347918
A6.303	1.036309
A6.304	-1.119978
A6.305	-0.871775
A6.306	0.856119
A6.307	-1.193955
A6.308	-0.674617
A6.309	0.157573
A6.310	-0.265552
A6.311	-0.842048
A6.312	-0.854648
A6.313	-0.420694
A6.314	0.683626
A6.315	0.950219
A6.316	-1.413947
A6.317	-1.648343
A6.318	0.079062
A6.319	0.663412
A6.320	1.372008
A6.321	0.892945
A6.322	0.733378
A6.323	-1.632124
A6.324	-0.651728
A6.325	-1.525628
A6.326	0.198220
A6.327	-0.031804
A6.328	-1.825702
A6.329	2.075690
A6.330	-2.984900
A6.331	0.949856
A6.332	2.894339
A6.333	-0.539448
A6.334	0.856211
A6.335	0.176364
A6.336	0.395897
A6.337	-0.335015
A6.338	0.106420
A6.339	-0.188301
A6.340	1.615644
A6.341	-0.369755
A6.342	-1.980131
A6.343	1.769193
A6.344	-0.292451
A6.345	-0.108072
A6.346	0.964098
A6.347	0.741821
A6.348	1.601114
A6.349	1.684452
A6.350	-0.865850
A6.351	1.242588
A6.352	0.404610
A6.353	0.336215
A6.354	-1.695791
A6.355	-0.846947
A6.356	1.123104
A6.357	1.563360
A6.358	-1.440533
A6.359	-1.027111
A6.360	-1.971145
A6.361	1.141743
A6.362	-1.702636
A6.363	-0.794163
A6.364	0.409250
A6.365	0.965286
A6.366	0.658149
A6.367	-0.861679
A6.368	1.170588
A6.369	0.406865
A6.370	0.080865
A6.371	-0.103375
A6.372	-0.368694
A6.373	-0.825389
A6.374	-0.076841
A6.375	-1.618981
A6.376	0.196368
A6.377	0.126489
A6.378	-0.359261
A6.379	-1.726579
A6.380	1.624032
A6.381	0.342508
A6.382	-1.464813
A6.383	-0.384793
A6.384	0.547546
A6.385	0.271207
A6.386	-1.055071
A6.387	2.103759
A6.388	-0.534396
A6.389	-2.799729
A6.390	-1.727101
A6.391	-0.298900
A6.392	0.247920
A6.393	-1.603431
A6.394	-0.192446
A6.395	-0.631250
A6.396	-1.145612
A6.397	-0.245022
A6.398	-0.221359
A6.399	0.212098
A6.400	-0.440208
A6.401	0.537300
A6.402	0.625579
A6.403	-0.365242
A6.404	2.168634
A6.405	2.949534
A6.406	-0.210910
A6.407	1.037977
A6.408	2.206284
A6.409	-1.591081
A6.410	-0.436262
A6.411	0.594637
A6.412	-1.914110
A6.413	-0.887017
A6.414	0.621962
A6.415	-1.073306
A6.416	-0.551100
A6.417	1.643802
A6.418	-1.378265
A6.419	-0.861502
A6.420	-0.316712
A6.421	-0.254422
A6.422	2.387872
A6.423	0.741641
A6.424	-2.139042
A6.425	-1.276112
A6.426	1.112255
A6.427	1.351796
A6.428	-0.945958
A6.429	1.719355
A6.430	1.512382
A6.431	1.835509
A6.432	-1.303954
A6.433	-1.608654
A6.434	1.661138
A6.435	-0.540952
A6.436	0.273055
A6.437	-2.496923
A6.438	-0.707047
A6.439	1.499454
A6.440	0.356607
A6.441	0.019336
A6.442	0.536763
A6.443	0.389608
A6.444	0.615609
A6.445	1.048308
A6.446	-0.199169
A6.447	-0.192276
A6.448	-1.327699
A6.449	0.539006
A6.450	-0.936909
A6.451	-0.728613
A6.452	-0.944934
A6.453	0.103769
A6.454	-0.678696
A6.455	-0.445712
A6.456	-0.355171
A6.457	-1.670784
A6.458	0.795172
A6.459	-0.176368
A6.460	-0.828487
A6.461	-0.916229
A6.462	-0.341534
A6.463	-1.152896
A6.464	-0.009237
A6.465	-0.715375
A6.466	0.527901
A6.467	-3.425302
A6.468	0.381887
A6.469	0.172230
A6.470	-0.336703
A6.471	-0.993466
A6.472	1.061797
A6.473	-0.201438
A6.474	2.087932
A6.475	0.876581
A6.476	-2.481634
A6.477	-0.948392
A6.478	0.283485
A6.479	2.227557
A6.480	1.062627
A6.481	0.160287
A6.482	-0.237642
A6.483	-0.373524
A6.484	0.659599
A6.485	-0.467401
A6.486	-0.748228
A6.487	-0.634952
A6.488	0.720400
A6.489	-0.607475
A6.490	-0.569701
A6.491	-1.511481
A6.492	1.383119
A6.493	0.295480
A6.494	-0.865204
A6.495	1.541397
A6.496	-2.209965
A6.497	0.254930
A6.498	2.491920
A6.499	-0.338689
A6.500	-0.137025
A6.501	-2.620154
A6.502	1.435923
A6.503	-0.215787
A6.504	-0.132342
A6.505	0.526378
A6.506	1.620700
A6.507	-0.142722
A6.508	-0.802329
A6.509	-0.902563
A6.510	-2.161170
A6.511	3.124315
A6.512	-0.750016
A6.513	-0.901083
A6.514	0.815886
A6.515	-0.054145
A6.516	0.634428
A6.517	-1.877087
A6.518	0.764392
A6.519	0.290526
A6.520	-0.595493
A6.521	-2.033421
A6.522	-0.057109
A6.523	0.779995
A6.524	-0.187435
A6.525	1.415894
A6.526	1.651494
A6.527	-0.139276
A6.528	3.042003
A6.529	1.479665
A6.530	-0.835281
A6.531	-0.844243
A6.532	1.744768
A6.533	1.363373
A6.534	-0.274013
A6.535	-0.994686
A6.536	0.975504
A6.537	-0.063095
A6.538	-2.284326
A6.539	-1.489477
A6.540	-0.263882
A6.541	-1.390432
A6.542	-0.114818
A6.543	1.497064
A6.544	0.925260
A6.545	-0.461423
A6.546	1.079308
A6.547	-0.345298
A6.548	-0.116083
A6.549	0.991180
A6.550	0.757077
A6.551	-0.202479
A6.552	-0.125968
A6.553	0.743964
A6.554	-1.380020
A6.555	-0.094919
A6.556	1.106598
A6.557	0.403232
A6.558	1.705185
